IlmnID,Chromosome,MAPINFO
cg26816907,1,197890812
cg17861914,1,198214574
cg03129555,1,198466250
cg22073152,1,198633497
cg22821358,1,198828005
cg26160460,1,198828209
cg17329057,1,199825600
cg23996829,1,199998469
cg25306277,1,200003267
cg15198094,1,200003342
cg10506445,1,200006861
cg06811094,1,200272112
cg07138399,1,200272215
cg10311240,1,200639202
cg23934072,1,200941706
cg01022117,1,201258280
cg12905654,1,201328266
cg10095226,1,201368738
cg05779441,1,201574716
cg22488259,1,201708500
cg27441486,1,201708522
cg14168733,1,201708718
cg26915799,1,201852272
cg26107476,1,202054898
cg08621778,1,202102420
cg18536207,1,202113592
cg00903584,1,202128682
cg04343883,1,202162338
cg26822728,1,202164063
cg04811114,1,202172778
cg26347746,1,202172848
cg05044291,1,202172867
cg06825163,1,202172912
cg00165011,1,202927535
cg06292532,1,202936584
cg08925398,1,202937011
cg16819803,1,202996175
cg04395153,1,203052423
cg19251719,1,203055479
cg03625911,1,203155737
cg17014757,1,203156097
cg21264521,1,203184923
cg15209419,1,203186092
cg26987645,1,203320386
cg16289210,1,203320396
cg22705746,1,203320506
cg13242199,1,203410080
cg07947930,1,203444945
cg25839724,1,203552475
cg21397588,1,203598954
cg10144598,1,203619607
cg23598089,1,203652079
cg20634475,1,203652385
cg11405475,1,203830200
cg00094095,1,203834696
cg11216917,1,204044509
cg00819142,1,204074976
cg02990368,1,204120649
cg07011373,1,204183097
cg13232075,1,204556835
cg05033416,1,204683992
cg21964564,1,204941271
cg14514130,1,204949561
cg00960017,1,205091398
cg11752894,1,205196012
cg21538450,1,205313833
cg18759595,1,205342350
cg18438591,1,205473341
cg03061435,1,205537833
cg09267776,1,205538427
cg27574929,1,205591675
cg21850691,1,205649807
cg05122040,1,205903433
cg11199506,1,205919667
cg02368869,1,206243998
cg24450312,1,206681158
cg20595457,1,206753308
cg16292333,1,206857717
cg07369523,1,206888827
cg26407558,1,207262706
cg25771140,1,207494472
cg15732149,1,207509334
cg00861214,1,207849914
cg22714290,1,207992548
cg17877600,1,208005598
cg02156570,1,208196481
cg13482073,1,208603589
cg01530981,1,209756892
cg03977657,1,209825747
cg03752689,1,209958185
cg12034118,1,209979487
cg23283495,1,209979779
cg12766975,1,209980186
cg26035071,1,209982407
cg09163369,1,210001066
cg23166289,1,210001082
cg06929287,1,210001192
cg15697935,1,210500388
cg06123700,1,211430780
cg14286274,1,211555998
cg05352688,1,211643515
cg04923746,1,211666304
cg22481673,1,211667751
cg26036067,1,211849175
cg09077675,1,212209363
cg03392565,1,212464932
cg10487521,1,212604918
cg06817455,1,212626474
cg00019759,1,212687842
cg23075506,1,212688997
cg04323713,1,212738603
cg04607844,1,213090203
cg09163958,1,213123886
cg20692980,1,213562778
cg04975227,1,213562923
cg17001333,1,213843678
cg23622129,1,214328927
cg11200222,1,215255110
cg23098811,1,215450695
cg11694362,1,216696514
cg20320200,1,217030433
cg06523151,1,217113226
cg17279365,1,217168635
cg11692820,1,217263621
cg07312357,1,217263805
cg25614875,1,217263847
cg25975621,1,217311177
cg01727899,1,217805875
cg17417191,1,218458683
cg27508144,1,218520789
cg17934824,1,218520792
cg05460949,1,219347110
cg08935841,1,219952602
cg07216884,1,219964455
cg07602030,1,220737885
cg15356516,1,221053513
cg22041228,1,221054273
cg07179669,1,221054707
cg19306970,1,221055097
cg01023242,1,221056674
cg26917694,1,221061058
cg27272235,1,221061070
cg07568307,1,221066979
cg03536711,1,221509067
cg01064108,1,221916107
cg07824636,1,221967245
cg00668515,1,223213539
cg06155710,1,223283205
cg04652208,1,223741444
cg23440816,1,223948910
cg02913309,1,223965262
cg08643997,1,224136349
cg17239057,1,224363575
cg25622749,1,224517955
cg15140322,1,224808956
cg17482224,1,225116995
cg12444822,1,225671904
cg01077274,1,225865487
cg05935800,1,226023590
cg20316614,1,226065637
cg24361896,1,226112363
cg04233686,1,226271762
cg16532282,1,226271799
cg18354264,1,226411008
cg04208928,1,226498038
cg05488984,1,226829496
cg00647769,1,227170663
cg22796025,1,227509201
cg20062050,1,227730881
cg18801505,1,227963164
cg05595142,1,228004967
cg01973587,1,228161476
cg13174735,1,228165142
cg06625004,1,228278432
cg11953245,1,228291591
cg07103618,1,228337366
cg06769377,1,228350860
cg00419117,1,228361641
cg24846680,1,228362309
cg01200585,1,228362443
cg18477163,1,228402036
cg05844789,1,228464394
cg17602777,1,228466481
cg21959334,1,228579038
cg18025438,1,228756789
cg26188212,1,228967124
cg08946995,1,229283674
cg23656755,1,230203043
cg05888583,1,230458271
cg11825002,1,230468773
cg07143559,1,230489903
cg03469233,1,230527641
cg09817636,1,230561975
cg17096979,1,230881857
cg03980366,1,230882959
cg03704061,1,230883300
cg01534125,1,231155818
cg04096525,1,231356725
cg10503236,1,231470652
cg24868054,1,231557466
cg04892437,1,231737901
cg04910228,1,231739450
cg07591362,1,232278709
cg07817055,1,232832863
cg00951395,1,232941775
cg00069771,1,233089275
cg00697486,1,233224593
cg12465412,1,233428450
cg09347582,1,233497916
cg24702040,1,233501790
cg25437385,1,234040833
cg09674468,1,234300299
cg00662647,1,234350051
cg03802191,1,234615169
cg05390279,1,234724843
cg00373665,1,234735703
cg18876314,1,234836447
cg25221919,1,234845770
cg08903465,1,234917213
cg24716879,1,235105872
cg23012855,1,235111328
cg23646820,1,236304503
cg05808124,1,236514684
cg09932312,1,236902765
cg07423892,1,236956644
cg26810908,1,238054569
cg23570874,1,238649426
cg26403777,1,239306964
cg24682621,1,239918125
cg25388738,1,240071723
cg12213260,1,240254266
cg12806882,1,240572391
cg01021334,1,240631817
cg19356905,1,240775401
cg23210268,1,240776187
cg00949801,1,240776211
cg26924247,1,241335548
cg15775914,1,241799084
cg03964373,1,241800323
cg07977614,1,242310145
cg18220921,1,242687527
cg25349265,1,243057080
cg18085407,1,244080114
cg00823843,1,244094885
cg13808012,1,244094935
cg04835511,1,244140051
cg15896892,1,244213886
cg09033006,1,244517177
cg02290264,1,244616177
cg17269596,1,244995112
cg18141646,1,245358696
cg00943287,1,245474722
cg27431182,1,245499492
cg24359109,1,245772794
cg02302795,1,246140350
cg04134399,1,246231142
cg16652841,1,246414840
cg06999043,1,246580717
cg11812748,1,246733057
cg07044276,1,246859889
cg07018435,1,246860007
cg23807924,1,246860361
cg14836643,1,247218491
cg00994941,1,247268441
cg22710865,1,247268620
cg03773413,1,247335974
cg06626314,1,247338637
cg06962428,1,247370099
cg25771854,1,247420421
cg02567750,1,247569605
cg05396897,1,247611448
cg11422335,1,247611517
cg18126557,1,247611842
cg16555504,1,247712239
cg12769118,1,247712377
cg05767404,1,247712591
cg00318631,1,247803166
cg05794927,1,248059252
cg16581647,1,248068896
cg20434529,1,248100345
cg08260406,1,248100407
cg00785941,1,248100591
cg20507276,1,248100600
cg08944170,1,248100614
cg08121453,1,248855364
cg15545861,1,249120164
cg11949328,1,249199635
cg14136502,10,119939
cg01552777,10,369137
cg03464357,10,432894
cg12708799,10,438227
cg19462116,10,438843
cg14018140,10,458528
cg26499095,10,464042
cg05998064,10,471231
cg18469036,10,504497
cg12531838,10,531914
cg27598761,10,537128
cg24754199,10,559376
cg06051619,10,593275
cg02061711,10,601759
cg23027329,10,603950
cg13918948,10,661388
cg06008406,10,661568
cg06115576,10,661721
cg13660126,10,709898
cg18346182,10,734399
cg25580864,10,743478
cg09679939,10,817083
cg04390488,10,820321
cg26597838,10,835615
cg14626196,10,1025639
cg24770389,10,1117587
cg07514372,10,1196566
cg23624713,10,1226645
cg12589188,10,1226886
cg02697989,10,1234979
cg14698025,10,1245418
cg19207066,10,1251074
cg03183215,10,1252341
cg27336068,10,1336103
cg20648369,10,1411072
cg23179265,10,1445134
cg27404824,10,1454848
cg17023203,10,1510048
cg08227227,10,1517151
cg20423602,10,1560592
cg14826909,10,1595543
cg02887530,10,1609383
cg12037550,10,1705054
cg00075956,10,1726078
cg05010113,10,2006950
cg23492225,10,2147217
cg09169356,10,2323382
cg26898531,10,2563965
cg16889350,10,2565606
cg12882815,10,3015661
cg00593048,10,3111452
cg23614816,10,3150966
cg16324184,10,3165537
cg18498565,10,3173604
cg16912848,10,3250774
cg04074404,10,3282585
cg08177731,10,3447019
cg03216580,10,3818357
cg19504528,10,4002490
cg05177746,10,4720912
cg19697109,10,4869088
cg07639198,10,5004250
cg04683516,10,5047487
cg18641876,10,5060291
cg10158681,10,5060432
cg00863716,10,5061094
cg10890644,10,5446942
cg02313434,10,5508980
cg07706776,10,5568004
cg17137888,10,5592777
cg26603656,10,5671107
cg22851864,10,5688470
cg12404181,10,5688515
cg09361469,10,5688620
cg03626186,10,5882466
cg20462300,10,5978402
cg08676905,10,6019609
cg10686550,10,6020330
cg24348573,10,6020387
cg09112218,10,6162154
cg19726711,10,6183872
cg18989491,10,6185502
cg26870438,10,6186015
cg00443488,10,6244293
cg27278668,10,6452060
cg27201625,10,6622279
cg05713245,10,7210556
cg20299663,10,7451376
cg03015498,10,7517765
cg06691250,10,7517807
cg20023675,10,7618614
cg19422218,10,7670701
cg04765277,10,8094679
cg01166071,10,8095687
cg08707112,10,8095764
cg05208364,10,9448974
cg20312418,10,10403467
cg22924015,10,10687311
cg25906638,10,10914374
cg17261125,10,10994495
cg27412857,10,11387394
cg10853431,10,11574300
cg14264119,10,11783794
cg00387524,10,11861819
cg12465010,10,11909982
cg06421257,10,11936672
cg23214249,10,11978707
cg27001894,10,13022624
cg16974075,10,13093279
cg09097845,10,13146136
cg26011212,10,13259230
cg27243297,10,13276892
cg11115427,10,13342610
cg26724706,10,13383302
cg17904734,10,13680420
cg08557179,10,13714674
cg05335944,10,13749010
cg00406392,10,13749405
cg00593298,10,13890043
cg07071978,10,13933652
cg08734931,10,14051649
cg02284273,10,14051679
cg03179435,10,14051821
cg21371809,10,14052028
cg11679124,10,14058944
cg20344448,10,14372431
cg00444019,10,14646244
cg17122437,10,14816561
cg03215858,10,15025727
cg02756168,10,15055005
cg23193446,10,15210836
cg04254609,10,16479192
cg20047561,10,16561393
cg08305453,10,17181911
cg20018469,10,17272117
cg16284507,10,18334434
cg00177243,10,18434068
cg22858500,10,18629006
cg05719612,10,18629545
cg19977566,10,18629602
cg15169374,10,18629677
cg18113637,10,18875548
cg14293674,10,18995362
cg18109941,10,20105524
cg14734668,10,20864693
cg03287579,10,21187442
cg12715741,10,21318531
cg09012594,10,21464258
cg02332696,10,21783091
cg09172296,10,21807166
cg03167951,10,22541366
cg15192688,10,22605182
cg13984351,10,22609903
cg13379757,10,22717154
cg22953960,10,22766081
cg17077610,10,22766143
cg05124243,10,22767076
cg03473087,10,22882894
cg23017573,10,22932452
cg18025447,10,23343829
cg20487710,10,23480316
cg16926102,10,23489850
cg17646571,10,23987700
cg06854478,10,24841602
cg20715589,10,25305338
cg22822446,10,26883013
cg25196348,10,26985910
cg07041723,10,27093175
cg24329141,10,27095369
cg25178900,10,27546458
cg16582118,10,27608703
cg09544380,10,27703486
cg08423533,10,28030628
cg13181019,10,28571582
cg18472228,10,28966822
cg22576165,10,29214191
cg01017127,10,29408566
cg17354476,10,29698255
cg25334461,10,29875062
cg25426867,10,29892649
cg00049475,10,29923736
cg26878046,10,30301987
cg13661330,10,30317994
cg19223064,10,30351259
cg22629853,10,30638455
cg26507353,10,30843032
cg25499181,10,30894357
cg20692337,10,31191938
cg09403956,10,31324774
cg15164702,10,31891625
cg20722327,10,32018573
cg16355191,10,32051552
ch.10.818442R,10,32213392
cg26784012,10,32216390
cg08012454,10,32345019
cg00146027,10,33299147
cg25897043,10,33342522
cg03473377,10,33568029
cg25672060,10,34061612
cg02191862,10,34061647
cg08662620,10,34061705
cg12541534,10,34151199
cg22836207,10,34297183
cg10731020,10,34496374
cg01313176,10,35058287
cg04903360,10,35103065
cg25964032,10,35929326
cg11451315,10,36978053
cg07640605,10,38146342
cg05773890,10,38149367
cg06729093,10,38261823
cg09454438,10,38383228
cg00637047,10,38384101
cg26354750,10,38499434
cg23797910,10,38740029
cg01347035,10,42607194
cg16482344,10,42970987
cg05151824,10,43047371
cg15695323,10,43358370
cg03962558,10,43362626
cg02780029,10,43622663
cg22757362,10,43721445
cg15526213,10,43818881
cg03612747,10,43858053
cg23682866,10,43858278
cg03761665,10,43882501
cg01234678,10,44341979
cg05781049,10,44374390
cg08247887,10,44394566
cg09275408,10,44500491
cg12428160,10,44500693
cg07262450,10,44500868
cg14126408,10,44705342
cg17436666,10,44806146
cg16558695,10,44847999
cg26781482,10,45353344
cg03440631,10,45360313
cg06994016,10,45406847
cg11770664,10,45470023
cg08856318,10,45474339
cg11422156,10,45477807
cg19487745,10,45567697
cg10948671,10,45644227
cg12100026,10,45799430
cg12877354,10,45873196
cg11583287,10,45911321
cg11841331,10,46217976
cg00833552,10,46221282
cg27286106,10,46222487
cg13555884,10,46344329
cg16311364,10,46912902
cg07041470,10,46993210
cg24591913,10,47062881
cg20491707,10,47083283
cg04127044,10,47083355
cg02394955,10,47083426
cg17325674,10,47655962
cg10430941,10,47656773
cg03706395,10,47729565
cg11615495,10,47733773
cg20267590,10,47757972
cg16435686,10,47964834
cg01066431,10,48185197
cg03463778,10,48185200
cg05166684,10,48413742
cg21115977,10,48416510
cg06840491,10,48416966
cg02903126,10,48548349
cg16192575,10,48828106
cg19690846,10,48902368
cg08720786,10,48981581
cg00456343,10,49348564
cg24457611,10,49381591
cg22670503,10,49482695
cg10988324,10,49730753
cg15881404,10,49732637
cg07802612,10,49750078
cg18875351,10,49812686
cg09931872,10,49909285
cg19102866,10,50342784
cg20657903,10,50387348
cg09175792,10,50534598
cg06108782,10,50817213
cg00586644,10,50822175
cg02949574,10,50824106
cg06222851,10,50970358
cg10882226,10,50977288
cg07942774,10,51374253
cg00807366,10,51553061
cg02965304,10,51823908
cg22645355,10,52002547
cg03094377,10,52115183
cg23194719,10,52177823
cg10910848,10,52324046
cg27277439,10,52433577
cg08751451,10,53287690
cg23803709,10,54203646
cg17334937,10,54538305
cg07745596,10,54538682
cg27329559,10,56561543
cg18565783,10,57390704
cg25671164,10,60029361
cg09808501,10,60262977
cg01037890,10,60937048
cg14339664,10,61122570
cg00502730,10,61122920
cg14144366,10,61764026
cg23703633,10,62135541
cg24140200,10,63422254
cg07643225,10,63422633
cg22753630,10,63527012
cg13565382,10,63628787
cg12845268,10,63657363
cg24495062,10,63683346
cg16196077,10,64028521
cg13381235,10,64120814
cg13823492,10,64397076
cg03961010,10,64397487
cg27076160,10,64431533
cg12452010,10,64564444
cg01332279,10,64579059
cg25356468,10,64875536
cg22705835,10,65332833
cg15907060,10,65647212
cg11034911,10,65733575
cg12044919,10,65846243
cg04826176,10,66684285
cg18849160,10,66810864
cg17423071,10,67679803
cg09455274,10,68685487
cg19996026,10,69455804
cg19043851,10,69521330
cg16201598,10,69590684
cg06067955,10,69913292
cg02200491,10,70587150
cg26026821,10,70712079
cg23341612,10,70979777
cg17524619,10,71009546
cg06323290,10,71029879
cg23177739,10,71087364
cg03783925,10,71210704
cg12610070,10,71211762
cg14388049,10,71211838
cg08904630,10,71490427
cg00643695,10,71810264
cg18840567,10,71906755
cg14890730,10,72032697
cg24044501,10,72056549
cg06219732,10,72118317
cg19377607,10,72138124
cg23196756,10,72165580
ch.10.71861692F,10,72191686
cg20648333,10,72298745
cg19880751,10,72362618
cg10975049,10,72432542
cg08709863,10,72520737
cg26005973,10,72643678
cg26152017,10,73004558
cg02378006,10,73026288
cg23622162,10,73059249
cg07975680,10,73225789
cg22646408,10,73256318
cg12830671,10,73335297
cg15763670,10,73473235
cg24938210,10,73498640
cg23983208,10,73565812
cg12580580,10,74544059
cg05350358,10,74856664
cg25376593,10,75501541
cg23577033,10,75636861
cg06829584,10,75659483
cg18145196,10,75808340
cg11881391,10,76281814
cg09622269,10,76803925
cg24634577,10,76859350
cg05719742,10,77032059
cg09275783,10,77195235
cg12829045,10,77228852
cg14207539,10,77794591
cg05496768,10,77872288
cg24153714,10,78057958
cg07200060,10,78483672
cg16054184,10,78944582
cg00693419,10,79325320
cg05433039,10,79397075
cg08356028,10,80217969
cg15009331,10,80502431
cg13650740,10,80516517
cg15522953,10,80842848
cg24983858,10,80887603
cg25423573,10,81158982
cg23187802,10,81173663
cg17470697,10,81205925
cg20748131,10,81321471
cg19183317,10,81370678
cg18148530,10,81370782
cg03909471,10,81842320
cg14775751,10,81965438
cg06411551,10,82117119
cg17703212,10,82117257
cg02750471,10,82179740
cg08506606,10,82295502
cg24440658,10,82295723
cg04421348,10,82299737
cg00835526,10,83543957
cg23255963,10,83633679
cg15339688,10,84002713
cg07273847,10,84746227
cg20738433,10,85324857
cg25783892,10,85898649
cg25078061,10,85974623
cg05096415,10,85985331
cg24660086,10,86005121
cg07356745,10,86259688
cg17989763,10,86863762
cg00898274,10,88448035
cg27551625,10,88691926
cg23890469,10,88715317
cg23315423,10,88718164
cg09552892,10,88718274
cg03677069,10,88718317
cg21012874,10,88718393
cg10376827,10,88730324
cg27549874,10,88771373
cg18516898,10,89116779
cg02436414,10,89379491
cg10377144,10,89419177
cg06731059,10,89622048
cg00779615,10,89792317
cg15950761,10,90739926
cg05358439,10,90751218
cg13456138,10,90753195
cg12226009,10,91263650
cg00655147,10,91292402
cg14920044,10,91296311
cg17856907,10,91353162
cg08438071,10,91393785
cg13452522,10,92837362
cg17001035,10,92980059
cg16578636,10,92987457
cg06520331,10,93171002
cg00526835,10,93335140
cg17568421,10,93368793
cg04366880,10,93431680
cg07633119,10,93509667
cg21411534,10,93558674
cg21100497,10,93668770
cg10530889,10,93805590
cg07028396,10,93805682
cg06723904,10,94179809
cg14807565,10,94179972
cg18303477,10,94180046
cg26732804,10,94449567
cg19704683,10,94609401
cg01416891,10,94820892
cg17743250,10,94820927
cg11234637,10,94820945
cg25964940,10,94831136
cg18082515,10,95197126
cg27481499,10,95198200
cg10870587,10,95249627
cg22749310,10,95327107
cg20236750,10,95516908
cg13928759,10,95517382
cg13731777,10,95564722
cg23210118,10,95653378
cg08468371,10,95653400
cg11415548,10,95720654
cg24976385,10,96163371
cg27065896,10,97235787
cg12304200,10,97415476
cg13471990,10,97515222
cg11637005,10,97515753
cg22792461,10,97850322
cg08749418,10,97893715
cg06643284,10,98009748
cg12801391,10,98126436
cg06636246,10,98593247
cg25589001,10,98605052
cg00519039,10,99055765
cg12074985,10,99080756
cg19105245,10,99094523
cg23167528,10,99289205
cg04948438,10,99301906
cg24994355,10,99445520
cg04318476,10,99447212
cg02363630,10,99532138
cg05732883,10,100150928
cg11185188,10,100175236
cg24869056,10,100205558
cg16745930,10,100220809
cg07382132,10,101280887
cg07044859,10,101282883
cg19103219,10,101287059
cg19229344,10,101294643
cg18805518,10,101738329
cg02613286,10,101874554
cg18267049,10,101875028
cg03679755,10,101875035
cg11675881,10,101875138
cg21365564,10,102045962
cg19191454,10,102106596
cg18328965,10,102107584
cg25227803,10,102239027
cg07570687,10,102243282
cg18133905,10,102296115
cg16342193,10,102329863
cg12176249,10,102441217
cg05231970,10,102494880
cg19337241,10,102536137
cg05962511,10,102730022
cg21378403,10,102777924
cg01175020,10,102896475
cg06382559,10,102896640
cg16365373,10,102898409
cg04204967,10,102973432
cg11730722,10,102985514
cg19547319,10,102987993
cg03285457,10,102988529
cg24214918,10,102991184
cg15475840,10,102995719
cg16167639,10,103889899
cg11176415,10,103968595
cg11349991,10,104220531
cg20316380,10,104261862
cg09671951,10,104556332
cg10615065,10,104613132
cg16330755,10,104613787
cg15744005,10,104629667
cg08772003,10,104629869
cg10116432,10,104953276
cg00453258,10,105219172
cg05162794,10,105360333
cg12569119,10,105541150
cg11954230,10,105677556
cg04545398,10,105819003
cg10088790,10,106029337
cg05453337,10,106075736
cg05788080,10,106081245
cg09711279,10,107711404
cg10799386,10,108332882
cg09069150,10,108773772
cg06749524,10,111152929
cg02373750,10,111216744
cg16320159,10,111765673
cg00306267,10,112053796
cg18246640,10,112136000
cg15667844,10,112256729
cg04917197,10,112290331
cg13799081,10,112410313
cg00339441,10,112431849
cg12580156,10,112588051
cg26361313,10,112631322
cg09731288,10,112632370
cg20728791,10,112675455
cg15952994,10,114206714
cg08566056,10,114526714
cg03098589,10,114574891
cg11477175,10,114604922
cg04908472,10,114749470
cg15807455,10,114912080
cg24463290,10,114922641
cg23459363,10,115033723
cg08354406,10,115370978
cg04712892,10,115424103
cg11204562,10,115511153
cg11495062,10,115611817
cg06423252,10,115861227
cg03719236,10,115934698
cg13084429,10,115999021
cg22923514,10,115999708
cg02465859,10,116080533
cg20048434,10,116163160
cg17662387,10,116286880
cg13587915,10,116307486
ch.10.116792202R,10,116802212
cg19333507,10,116852186
cg26622634,10,117886935
cg14539856,10,118187002
cg17349199,10,118429452
cg20628994,10,118429852
cg06942850,10,118448111
cg08265181,10,118476176
cg24961194,10,118594607
cg00263760,10,118897366
cg13964030,10,118926672
cg16654801,10,119301763
cg06787206,10,120168048
cg00231519,10,120516119
cg17198722,10,120938213
cg18001722,10,121146289
cg23698271,10,121346762
cg17076667,10,121418050
cg10149021,10,121484846
cg17213342,10,121485184
cg10087780,10,121837310
cg15929135,10,122234444
cg03697076,10,122524702
cg00600684,10,122610158
cg08723318,10,122723063
cg11601398,10,123220399
cg23444251,10,123353298
cg05399434,10,123368681
cg13370460,10,123428065
cg09786202,10,123494873
cg03293837,10,123506700
cg18722557,10,123734694
cg25533387,10,123747510
cg04406111,10,123779210
cg14522790,10,123891791
cg26186546,10,123913451
cg15372959,10,123922620
cg07451524,10,123923518
cg25542438,10,124214250
cg18483404,10,124591732
cg07636952,10,124596397
cg02765177,10,124605963
cg11216554,10,124638983
cg07332388,10,124738969
cg03643559,10,124757121
cg24845175,10,124877238
cg11171221,10,124902844
cg24448969,10,124906930
cg07189673,10,125318715
cg01512466,10,125624685
cg06557421,10,125650718
cg08615567,10,125651621
cg10141261,10,125805554
cg18669789,10,126092415
cg18702012,10,126106555
cg16933922,10,126106614
cg20862047,10,126150218
cg13882377,10,126211811
cg09985802,10,126234119
cg00932063,10,126234138
cg18135502,10,126245651
cg13463886,10,126262876
cg20435097,10,126320824
cg09519218,10,126390317
cg02293775,10,126425471
cg19219920,10,126433331
cg09349613,10,126686762
cg18057959,10,126694753
cg14375985,10,126700684
cg07048415,10,126714013
cg18167088,10,126715200
cg22769890,10,126717502
cg04764907,10,126842580
cg23000734,10,126850823
cg17191109,10,126851326
cg05963179,10,127203074
cg05919621,10,127373136
cg02274509,10,127407819
cg07954108,10,127464368
cg12869240,10,127569973
cg16240319,10,127590074
cg04034998,10,127843646
cg04876582,10,127864751
cg00922781,10,128077080
cg07844442,10,129144269
cg04124361,10,129144306
cg24109477,10,129245347
cg27455098,10,129249808
cg17972361,10,130010134
cg24432078,10,130229935
cg24625984,10,130279707
cg02533724,10,130279912
cg24233293,10,130303915
cg19317226,10,130726701
cg14240060,10,130830949
cg25425089,10,131214209
cg16255663,10,131350999
cg03751055,10,131380455
cg17686260,10,131412764
cg27275103,10,131477739
cg00821051,10,131592591
cg20557559,10,131593423
cg18199434,10,131666017
cg04043455,10,131669461
cg00459904,10,131682269
cg07256869,10,131687765
cg20038116,10,131697711
cg09441748,10,131697810
cg15344419,10,131769581
cg00030627,10,131811605
cg04309849,10,131843517
cg17976829,10,131934431
cg14536517,10,132239501
cg14015765,10,132734310
cg22593815,10,132872509
cg09873544,10,132882986
cg12614980,10,132887623
cg16891431,10,133106078
cg26161528,10,133208692
cg05800336,10,133252069
cg19895324,10,133318072
cg07722678,10,133528587
cg15003570,10,133529939
cg04492858,10,133558786
cg24399212,10,133593587
cg25223354,10,133642177
cg15312203,10,133644620
cg23629913,10,133769964
cg02365648,10,133791976
cg20339859,10,133811612
cg20033437,10,133837011
cg09718371,10,133932351
cg16187013,10,133949209
cg07629625,10,133961825
cg23023937,10,133999758
cg14868466,10,134018073
cg04785299,10,134019556
cg06080459,10,134019775
cg07080019,10,134036804
cg14418756,10,134043618
cg07287401,10,134054776
cg00668212,10,134066136
cg07147614,10,134095646
cg12364943,10,134108614
cg09808690,10,134121588
cg10825471,10,134122566
cg02297879,10,134144761
cg15278699,10,134209347
cg23657215,10,134220016
cg22045288,10,134258421
cg08200419,10,134261480
cg25828207,10,134261655
cg24055178,10,134263487
cg12538467,10,134304461
cg00149455,10,134332383
cg14680921,10,134332442
cg15056348,10,134350107
cg10967866,10,134362164
cg23023970,10,134385698
cg12126656,10,134405295
cg12501287,10,134411480
cg19602187,10,134439616
cg09843855,10,134439660
cg19649172,10,134499266
cg10924085,10,134503433
cg03834055,10,134548558
cg16645815,10,134556992
cg03592353,10,134613834
cg14923370,10,134622540
cg07498088,10,134672797
cg00232816,10,134697093
cg04496042,10,134697771
cg16595957,10,134720295
cg00296348,10,134721479
cg23693569,10,134724823
cg11860238,10,134726665
cg24547060,10,134730203
cg11360416,10,134752049
cg23962250,10,134755955
cg24680439,10,134778467
cg20293894,10,134779328
cg25295723,10,134789042
cg02607237,10,134801360
cg18229196,10,134827324
cg04659961,10,134827454
cg05132851,10,134828962
cg15267318,10,134838039
cg02314201,10,134843775
cg26199445,10,134844771
cg08229615,10,134851731
cg00861772,10,134852810
cg08608892,10,134872413
cg23155932,10,134877706
cg04876028,10,134937967
cg03695260,10,134945452
cg24668570,10,134973778
cg04396251,10,134975433
cg24275437,10,134978874
cg24436466,10,134978997
cg12769792,10,134983383
cg16309350,10,134983667
cg08221350,10,134983838
cg22775138,10,135008819
cg19657960,10,135030815
cg06550582,10,135039948
cg09827249,10,135051256
cg04347264,10,135051313
cg22795489,10,135057004
cg18110015,10,135078252
cg07271757,10,135127558
cg10537247,10,135128149
cg23422361,10,135143617
cg12226682,10,135158973
cg15549126,10,135160910
cg05456948,10,135171583
cg09915092,10,135187482
cg03319315,10,135202611
cg06080948,10,135202877
cg18563886,10,135203102
cg21388877,10,135229522
cg16949584,10,135337429
cg22165279,10,135436174
cg11717054,11,279423
cg08829299,11,288305
cg05733139,11,299668
cg24018756,11,300286
cg06950634,11,304351
cg22258600,11,325800
cg20846508,11,368351
cg23409699,11,368565
cg07556915,11,368683
cg10453390,11,369192
cg08307434,11,391037
cg09671481,11,394262
cg17840408,11,396686
cg01794156,11,397077
cg11364895,11,406019
cg14897765,11,406492
cg02996181,11,417643
cg08506282,11,453143
cg13583586,11,464971
cg16150393,11,491086
cg23552637,11,493125
cg13015350,11,493208
cg00716245,11,555724
cg20239381,11,590115
cg14433983,11,636460
cg11335335,11,637885
cg07212818,11,638076
cg03951394,11,660455
cg07161179,11,698201
cg19246862,11,706635
cg12536279,11,711129
cg02375289,11,725873
cg04993130,11,726759
cg04245829,11,775135
cg02554274,11,788180
cg11475788,11,790761
cg22016649,11,818917
cg15883721,11,826837
cg12731868,11,836653
cg06179011,11,843897
cg26753908,11,888956
cg07659663,11,914329
cg10932868,11,921992
cg05626073,11,971527
cg10920905,11,1023823
cg18318552,11,1083236
cg20747751,11,1087785
cg21977766,11,1107580
cg23618269,11,1215457
cg18291939,11,1219407
cg08495860,11,1220171
cg21152488,11,1220954
cg03168029,11,1221398
cg25468341,11,1242961
cg26676440,11,1248959
cg23675726,11,1257516
cg26740621,11,1269176
cg26429520,11,1283875
cg01274643,11,1283946
cg11944324,11,1296536
cg23825301,11,1296823
cg25226711,11,1297385
cg14081974,11,1316142
cg27267896,11,1392719
cg25168925,11,1591548
cg19866040,11,1619381
cg09566331,11,1642310
cg14267780,11,1643498
cg02093168,11,1647038
cg05866737,11,1650863
cg11902093,11,1661972
cg06964595,11,1665238
cg15514654,11,1669317
cg03404452,11,1674150
cg01135259,11,1674211
cg14089103,11,1682006
cg04353359,11,1686642
cg09750643,11,1718086
cg03300078,11,1769522
cg03450829,11,1772468
cg25050723,11,1777552
cg18493030,11,1826972
cg26805905,11,1847267
cg24720849,11,1854357
cg25830305,11,1859381
